date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:36:35	12210/12210	U--MC-	200	updated ('OK')	text/html	date:Thu,%2007%20Mar%202019%2012:36:28%20GMT	https://www.localdigitalcoalition.uk/working-out-loud-deferred-payment-agreement-dpa-calculator-getting-the-right-formula/	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/working-out-loud-deferred-payment-agreement-dpa-calculator-getting-the-right-formula/index.html	(from https://www.localdigitalcoalition.uk/product/deferred-payment-agreement-dpa-calculator/)
12:36:35	19206/19206	U--MC-	200	updated ('OK')	text/html	date:Thu,%2007%20Mar%202019%2012:36:18%20GMT	https://www.localdigitalcoalition.uk/products-update-archive/?id=9707	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/products-update-archive/index32dd.html	(from https://www.localdigitalcoalition.uk/product/extension-of-gov-uk-verify-to-local-government-pilot/verifylocal-concessionary-travel-pilot/)
12:36:36	34324/34324	U-----	200	untouched ('')	image/png	etag:%22198cd3e9-8614-5227363a69c00%22	https://www.localdigitalcoalition.uk/wp-content/uploads/2015/10/DPA-Thumbnail-2-small.png	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/wp-content/uploads/2015/10/DPA-Thumbnail-2-small.png	(from https://www.localdigitalcoalition.uk/product/deferred-payment-agreement-dpa-calculator/)
12:36:53	8327/8327	U--MC-	200	updated ('OK')	text/html	date:Thu,%2007%20Mar%202019%2012:36:36%20GMT	https://www.localdigitalcoalition.uk/resource/deferred-payment-agreement-dpa-calculator-explainer-video/	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/resource/deferred-payment-agreement-dpa-calculator-explainer-video/index.html	(from https://www.localdigitalcoalition.uk/product/deferred-payment-agreement-dpa-calculator/)
12:36:53	9035/9035	U--MC-	200	updated ('OK')	text/html	date:Thu,%2007%20Mar%202019%2012:36:38%20GMT	https://www.localdigitalcoalition.uk/resource/local-digital-open-api-demonstrator-deferred-payments-calculator-linda-ohalloran-and-paul-tomlinson-june-2015/	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/resource/local-digital-open-api-demonstrator-deferred-payments-calculator-linda-ohalloran-and-paul-tomlinson-june-2015/index.html	(from https://www.localdigitalcoalition.uk/product/deferred-payment-agreement-dpa-calculator/)
12:36:53	8607/8607	U--MC-	200	updated ('OK')	text/html	date:Thu,%2007%20Mar%202019%2012:36:37%20GMT	https://www.localdigitalcoalition.uk/resource/for-use-deferred-payment-agreement-dpa-calculator-apis/	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/resource/for-use-deferred-payment-agreement-dpa-calculator-apis/index.html	(from https://www.localdigitalcoalition.uk/product/deferred-payment-agreement-dpa-calculator/)
12:36:53	14493/14493	U--MC-	200	updated ('OK')	text/html	date:Thu,%2007%20Mar%202019%2012:36:36%20GMT	https://www.localdigitalcoalition.uk/products-update-archive/?id=6872	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/products-update-archive/indexd8db.html	(from https://www.localdigitalcoalition.uk/product/deferred-payment-agreement-dpa-calculator/)
12:36:53	15906/15906	U-----	200	untouched ('')	image/png	etag:%22198ccfb8-3e22-52715ace46900%22	https://www.localdigitalcoalition.uk/wp-content/uploads/2015/06/dpa-calculator-150x120.png	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/wp-content/uploads/2015/06/dpa-calculator-150x120.png	(from https://www.localdigitalcoalition.uk/product/deferred-payment-agreement-dpa-calculator/)
12:36:53	12204/12204	U-----	200	untouched ('')	image/png	etag:%22198ccf76-2fac-52715ac6a5700%22	https://www.localdigitalcoalition.uk/wp-content/uploads/2015/06/Care-Act-150x120.png	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/wp-content/uploads/2015/06/Care-Act-150x120.png	(from https://www.localdigitalcoalition.uk/product/deferred-payment-agreement-dpa-calculator/)
12:36:54	19643/19643	U-----	200	untouched ('')	image/png	etag:%22198ccfc8-4cbb-52715ac5b14c0%22	https://www.localdigitalcoalition.uk/wp-content/uploads/2015/06/SOLLA-150x120.png	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/wp-content/uploads/2015/06/SOLLA-150x120.png	(from https://www.localdigitalcoalition.uk/product/deferred-payment-agreement-dpa-calculator/)
12:36:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Mar%202019%2012:36:54%20GMT	https://www.localdigitalcoalition.uk/our-approach-to-service-design-and-what-it-could-mean-for-you/%22	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/our-approach-to-service-design-and-what-it-could-mean-for-you/_.be.delayed	(from https://www.localdigitalcoalition.uk/resource/making-the-case-for-data-standards-an-alpha-business-case/)
12:36:55	20225/20225	U-----	200	untouched ('')	image/jpeg	etag:%22198ccbfd-4f01-514c799dd0700%22	https://www.localdigitalcoalition.uk/wp-content/uploads/2015/04/2014-06-21-10.34.02-300x225.jpg	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/wp-content/uploads/2015/04/2014-06-21-10.34.02-300x225.jpg	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:36:56	8700/8700	U--MC-	200	updated ('OK')	text/html	date:Thu,%2007%20Mar%202019%2012:36:54%20GMT	https://www.localdigitalcoalition.uk/resource/financial-information-and-advice-and-duties-under-the-care-act-john-murphy-june-2015/	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/resource/financial-information-and-advice-and-duties-under-the-care-act-john-murphy-june-2015/index.html	(from https://www.localdigitalcoalition.uk/product/deferred-payment-agreement-dpa-calculator/)
12:36:56	19788/19788	U-----	200	untouched ('')	image/jpeg	etag:%22198ccb8f-4d4c-52715b077f000%22	https://www.localdigitalcoalition.uk/wp-content/uploads/2015/04/2014-06-21-10.34.02-300x225-300x225.jpg	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/wp-content/uploads/2015/04/2014-06-21-10.34.02-300x225-300x225.jpg	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:36:56	23096/23096	U-----	200	untouched ('')	image/jpeg	etag:%22198ccbf6-5a38-514c799ec4940%22	https://www.localdigitalcoalition.uk/wp-content/uploads/2015/04/2014-11-04-15.57.57-300x225.jpg	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/wp-content/uploads/2015/04/2014-11-04-15.57.57-300x225.jpg	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:36:57	22379/22379	U-----	200	untouched ('')	image/jpeg	etag:%22198ccc08-576b-52715b068adc0%22	https://www.localdigitalcoalition.uk/wp-content/uploads/2015/04/2014-11-04-15.57.57-300x225-300x225.jpg	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/wp-content/uploads/2015/04/2014-11-04-15.57.57-300x225-300x225.jpg	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:36:57	154621/154621	U-----	200	untouched ('')	image/png	etag:%22198ccb6c-25bfd-5242ff3173300%22	https://www.localdigitalcoalition.uk/wp-content/uploads/2015/04/trello3.png	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/wp-content/uploads/2015/04/trello3.png	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:36:57	8672/8672	U--MC-	200	updated ('OK')	text/html	date:Thu,%2007%20Mar%202019%2012:36:55%20GMT	https://www.localdigitalcoalition.uk/resource/facilitating-access-to-information-and-advice-jane-finnerty-june-2015/	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/resource/facilitating-access-to-information-and-advice-jane-finnerty-june-2015/index.html	(from https://www.localdigitalcoalition.uk/product/deferred-payment-agreement-dpa-calculator/)
12:36:57	8477/8477	U--MC-	200	updated ('OK')	text/html	date:Thu,%2007%20Mar%202019%2012:36:55%20GMT	https://www.localdigitalcoalition.uk/resource/deferred-payment-agreement-dpa-calculator-user-testing-plan-and-scenarios/	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/resource/deferred-payment-agreement-dpa-calculator-user-testing-plan-and-scenarios/index.html	(from https://www.localdigitalcoalition.uk/product/deferred-payment-agreement-dpa-calculator/)
12:36:57	5354/5354	U-----	200	untouched ('')	image/jpeg	etag:%22198cc957-14ea-52715a561cd80%22	https://www.localdigitalcoalition.uk/wp-content/uploads/2015/09/sarah-prag-150x120.jpg	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/wp-content/uploads/2015/09/sarah-prag-150x120.jpg	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
